Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0005388,070.097.327-36,Leonardo Santos,52.96,22,Computação,Recife
A0005389,224.134.260-27,Vitor Miranda,96.21,30,Computação,Brasília
A0005390,894.733.805-26,Michele Gaspar,1.83,26,Psicologia,Belo Horizonte
A0005391,245.519.486-83,Gabriela Fonseca,93.56,22,Direito,Curitiba
A0005392,111.818.209-01,Joana Gaspar,72.74,26,Direito,Curitiba
A0005393,430.177.759-84,Daniel Valente,19.44,18,Biologia,Salvador
A0005394,107.370.519-65,Joana Rodrigues,28.02,18,Engenharia,Porto Alegre
A0005395,417.608.615-70,Igor Correia,16.1,22,Administração,São Paulo
A0005396,985.618.192-51,Felipe Alves,72.4,27,Biologia,São Paulo
A0005397,077.231.468-33,Daniel Soares,46.87,21,Administração,Porto Alegre
A0005398,457.635.952-54,Daniel Vasconcelos,28.59,23,Medicina,Brasília
A0005399,048.522.610-32,Lucas Aguiar,17.68,25,Psicologia,Manaus
A0005400,359.443.029-41,Francisco Tavares,69.39,30,Engenharia,Recife
A0005401,512.995.137-94,Nicole Dias,7.1,20,Administração,Curitiba
A0005402,791.826.266-26,Eduardo Oliveira,90.61,26,Psicologia,Rio de Janeiro
A0005403,612.761.853-32,William Antunes,41.47,20,Direito,Curitiba
A0005404,759.521.733-49,Erick Torres,43.5,19,Biologia,Rio de Janeiro
A0005405,256.654.138-87,Carolina Moura,86.49,21,Psicologia,Recife
A0005406,800.251.992-26,Isabela Henriques,30.54,30,Medicina,Recife
A0005407,615.484.995-87,Juliana Assis,59.54,28,Direito,Curitiba
A0005408,214.422.205-38,Cláudio Rocha,12.67,30,Engenharia,Curitiba
A0005409,409.521.963-79,Igor Barbosa,81.56,29,Administração,Belo Horizonte
A0005410,653.557.321-43,Hugo Ribeiro,34.89,20,Administração,Brasília
A0005411,833.252.042-87,Wagner Neves,18.15,27,Biologia,Curitiba
A0005412,194.537.527-20,Nicole Oliveira,48.38,30,Medicina,Porto Alegre
A0005413,398.162.367-37,Ivan Padilha,82.24,24,Engenharia,Rio de Janeiro
A0005414,922.387.393-27,Camila Antunes,40.03,18,Computação,Manaus
A0005415,188.321.497-10,Marina Coelho,63.2,27,Direito,Porto Alegre
A0005416,871.068.631-22,Thiago Jesus,64.72,22,Administração,Belo Horizonte
A0005417,331.231.926-95,Eduarda Monteiro,79.41,26,Psicologia,Porto Alegre
A0005418,508.379.670-82,Antonio Tavares,59.61,23,Psicologia,Curitiba
A0005419,481.287.232-43,Estevão Soares,18.75,28,Computação,Curitiba
A0005420,344.013.736-85,Francisco Viana,77.85,23,Psicologia,Recife
A0005421,025.409.306-03,Alan Pinheiro,23.01,28,Arquitetura,Manaus
A0005422,699.093.053-56,Amanda Cruz,91.58,29,Administração,Salvador
A0005423,274.273.661-15,Karen Morais,21.33,26,Psicologia,Recife
A0005424,325.434.728-51,Ana Castro,32.47,30,Arquitetura,Curitiba
A0005425,918.129.716-56,Nathan Dutra,30.94,22,Medicina,Recife
A0005426,866.607.105-23,Fernanda Lopes,10.3,23,Biologia,Salvador
A0005427,977.575.315-51,Ricardo Albuquerque,27.78,24,Administração,São Paulo
A0005428,389.034.621-90,Maurício Moreira,90.42,23,Engenharia,Brasília
A0005429,310.737.734-18,Aline Castro,0.35,17,Engenharia,Recife
A0005430,504.222.399-17,Guilherme Viana,24.08,24,Biologia,Brasília
A0005431,626.666.129-29,Renata Magalhães,80.54,18,Medicina,São Paulo
A0005432,590.337.452-24,João Cavalcante,45.62,23,Direito,Curitiba
A0005433,658.962.468-20,Marcela Pimentel,53.76,30,Biologia,Manaus
A0005434,655.452.497-53,Otávio Peixoto,18.63,22,Direito,Brasília
A0005435,365.932.285-75,Priscila Pereira,36.31,23,Engenharia,São Paulo
A0005436,311.842.662-47,Diego Machado,44.14,29,Administração,Recife
A0005437,465.691.555-63,Pedro Santos,1.79,24,Medicina,Manaus
A0005438,260.361.490-85,Igor Figueiredo,55.82,18,Engenharia,Curitiba
A0005439,793.678.502-71,Alexandre Ribeiro,7.77,20,Psicologia,São Paulo
A0005440,268.333.591-13,Natália Barros,25.78,19,Biologia,Belo Horizonte
A0005441,458.147.168-00,Lucas Maciel,40.13,20,Medicina,Rio de Janeiro
A0005442,825.637.089-07,Simone Assis,8.52,25,Direito,Brasília
A0005443,182.328.098-68,Vitor Alves,9.84,28,Computação,Salvador
A0005444,100.808.583-92,Antonio Moura,22.55,27,Direito,Salvador
A0005445,409.444.878-07,Gabriel Pereira,89.15,24,Arquitetura,Recife
A0005446,741.515.070-86,Diego Assis,15.99,25,Medicina,São Paulo
A0005447,282.430.563-00,Leonardo Torres,48.11,22,Biologia,Porto Alegre
A0005448,399.744.390-43,Leonardo Portela,2.49,18,Psicologia,Rio de Janeiro
A0005449,558.390.187-08,Carla Maia,81.53,24,Direito,Curitiba
A0005450,354.442.592-06,Hugo Cavalcante,88.92,23,Engenharia,Manaus
A0005451,713.792.643-67,Henrique Ribeiro,72.84,27,Engenharia,São Paulo
A0005452,132.738.203-22,Bruna Almeida,67.41,27,Administração,Belo Horizonte
A0005453,375.123.626-09,Helena Brandão,85.55,18,Direito,Porto Alegre
A0005454,553.422.685-40,Estevão Castro,70.37,26,Computação,Rio de Janeiro
A0005455,073.408.373-45,Arthur Cunha,34.81,24,Administração,Manaus
A0005456,238.809.404-60,Nathan Gonçalves,19.5,27,Arquitetura,Brasília
A0005457,413.905.507-37,Adriel Pinheiro,39.05,29,Biologia,Salvador
A0005458,596.957.984-03,Michael Mendes,4.42,20,Engenharia,Manaus
A0005459,427.232.555-81,Jéssica Oliveira,21.36,24,Direito,Manaus
A0005460,027.804.074-84,Talita Silva,39.53,25,Computação,São Paulo
A0005461,369.917.769-63,Ricardo Lopes,2.17,28,Arquitetura,Porto Alegre
A0005462,974.738.942-85,Vitor Queiroz,31.44,29,Engenharia,São Paulo
A0005463,716.095.276-66,Eliane Cavalcante,17.23,30,Computação,São Paulo
A0005464,613.143.171-05,Marcos Fonseca,6.74,22,Computação,Porto Alegre
A0005465,813.251.859-49,Igor Guimarães,5.06,27,Direito,Rio de Janeiro
A0005466,748.066.812-02,Isabela Dutra,40.62,30,Arquitetura,Recife
A0005467,577.906.671-06,Camila Medeiros,29.54,26,Administração,Recife
A0005468,790.128.532-06,Estevão Miranda,54.9,29,Psicologia,Belo Horizonte
A0005469,973.838.938-08,Yuri Gonçalves,49.16,17,Medicina,Manaus
A0005470,691.859.738-82,Luiz Aguiar,81.55,21,Arquitetura,Recife
A0005471,078.017.742-80,Gabriela Nascimento,31.0,25,Psicologia,Salvador
A0005472,450.363.341-40,Fernando Torres,79.02,25,Arquitetura,Brasília
A0005473,510.702.252-90,Maurício Borges,34.54,28,Computação,Salvador
A0005474,078.603.401-78,Larissa Borges,89.26,23,Psicologia,Curitiba
A0005475,297.867.724-40,William Vasconcelos,44.99,25,Medicina,Salvador
A0005476,294.682.418-74,Abner Santos,86.18,30,Psicologia,Rio de Janeiro
A0005477,505.837.730-60,Levi Moreira,17.47,29,Medicina,Curitiba
A0005478,406.370.581-19,Sérgio Lima,70.06,21,Engenharia,Rio de Janeiro
A0005479,079.491.874-33,Daniela Cruz,56.31,29,Computação,Manaus
A0005480,121.278.647-51,Leonardo Alves,35.42,22,Direito,Recife
A0005481,016.334.893-61,Murilo Coelho,72.89,22,Direito,Rio de Janeiro
A0005482,743.309.574-85,Cássio Mendes,79.07,28,Medicina,Porto Alegre
A0005483,410.885.450-09,Eliane Fonseca,71.8,27,Direito,São Paulo
A0005484,397.233.352-80,Cátia Ferraz,94.08,23,Psicologia,Brasília
A0005485,793.689.349-08,Priscila Assis,59.53,18,Engenharia,Curitiba
A0005486,926.324.801-08,Patrícia Figueiredo,65.87,17,Psicologia,Manaus
A0005487,154.841.717-33,Larissa Henriques,32.7,28,Psicologia,Porto Alegre
A0005488,347.601.483-53,Gabriel Vieira,8.94,29,Administração,Recife
A0005489,184.441.831-64,Otávio Cruz,0.9,30,Engenharia,Manaus
A0005490,412.212.399-29,João Xavier,87.14,26,Computação,Salvador
A0005491,226.979.013-88,Daniel Vasconcelos,95.58,27,Computação,Curitiba
A0005492,207.057.929-86,Estevão Ferraz,6.77,19,Psicologia,Recife
A0005493,711.160.880-10,Melissa Cavalcante,27.87,29,Arquitetura,Recife
A0005494,187.326.485-29,Carlos Cunha,75.57,29,Psicologia,Curitiba
A0005495,306.454.770-44,Eduardo Antunes,85.25,17,Engenharia,Belo Horizonte
A0005496,316.037.415-77,Camila Correia,10.02,26,Arquitetura,São Paulo
A0005497,582.668.169-13,Emerson Viana,44.27,28,Biologia,Belo Horizonte
A0005498,514.942.188-01,Eliane Fonseca,35.59,24,Direito,Belo Horizonte
A0005499,434.271.321-70,Larissa Peixoto,25.79,24,Direito,Brasília
A0005500,552.734.885-08,Eduarda Chagas,53.81,27,Administração,Curitiba
A0005501,324.090.149-84,Hélio Gomes,30.38,18,Computação,São Paulo
A0005502,916.330.532-10,Yasmin Borges,43.83,19,Computação,Brasília
A0005503,365.214.475-99,Natália Vasconcelos,27.57,21,Biologia,Curitiba
A0005504,401.717.045-50,Enzo Batista,43.98,28,Engenharia,Brasília
A0005505,821.848.113-35,Michele Monteiro,49.17,26,Administração,São Paulo
A0005506,920.268.559-27,Natália Pereira,84.95,20,Psicologia,Brasília
A0005507,250.936.827-30,Frederico Conceição,22.93,18,Administração,Brasília
A0005508,793.330.425-71,Natália Medeiros,96.61,22,Psicologia,Porto Alegre
A0005509,843.041.362-67,André Almeida,53.34,21,Psicologia,São Paulo
A0005510,396.247.512-50,Juliana Santos,4.14,22,Arquitetura,Brasília
A0005511,497.214.854-38,Beatriz Teixeira,99.86,30,Direito,Porto Alegre
A0005512,561.402.065-96,Jorge Correia,29.05,17,Biologia,Rio de Janeiro
A0005513,744.799.592-46,Frederico Bastos,19.89,28,Medicina,Belo Horizonte
A0005514,972.273.408-30,Julio Nascimento,78.92,25,Psicologia,Recife
A0005515,906.119.372-98,Stephanie Morais,80.33,25,Biologia,Rio de Janeiro
A0005516,459.680.522-95,Carla Assis,0.05,23,Engenharia,Manaus
A0005517,315.669.149-65,Ana Vasconcelos,99.62,22,Biologia,Curitiba
A0005518,081.544.161-40,Ana Rodrigues,87.83,19,Medicina,Curitiba
A0005519,802.398.076-93,Hugo Carvalho,12.88,17,Administração,Manaus
A0005520,976.013.393-86,Davi Soares,79.5,18,Engenharia,Belo Horizonte
A0005521,853.732.366-75,Paula Lopes,9.11,29,Medicina,Porto Alegre
A0005522,262.442.641-85,Douglas Borges,84.12,28,Psicologia,Manaus
A0005523,027.109.374-92,Beatriz Maia,3.84,25,Computação,Rio de Janeiro
A0005524,577.191.299-97,Natália Borges,59.56,29,Medicina,Brasília
A0005525,870.264.203-48,Giselle Fonseca,18.95,27,Arquitetura,Brasília
A0005526,715.605.598-45,Roberto Ferreira,5.17,25,Direito,Salvador
A0005527,783.112.343-10,Thiago Portela,20.17,22,Engenharia,Curitiba
A0005528,766.800.127-16,Marcos Cavalcante,42.01,27,Psicologia,Curitiba
A0005529,295.937.617-05,Fernando Freitas,80.08,28,Computação,Curitiba
A0005530,820.929.519-55,Evandro Moreira,28.46,20,Medicina,Rio de Janeiro
A0005531,002.043.424-30,Daniela Branco,51.53,24,Administração,Curitiba
A0005532,281.041.908-65,André Figueira,37.45,26,Direito,Brasília
A0005533,328.662.226-52,Camila Torres,55.95,25,Direito,Salvador
A0005534,569.226.795-04,Nicole Carneiro,6.26,29,Administração,Rio de Janeiro
A0005535,316.728.850-78,João Figueiredo,17.81,23,Medicina,Curitiba
A0005536,113.185.290-77,Abner Vieira,75.29,26,Psicologia,Rio de Janeiro
A0005537,474.225.099-02,Luiz Melo,9.81,18,Engenharia,Salvador
A0005538,807.701.036-93,Carlos Bastos,97.07,26,Computação,Porto Alegre
A0005539,731.144.946-41,Yasmin Queiroz,21.22,27,Administração,São Paulo
A0005540,143.904.748-04,Hélio Vasconcelos,53.97,29,Computação,Porto Alegre
A0005541,914.620.226-93,William Cruz,7.88,22,Medicina,Recife
A0005542,429.965.857-47,Ana Maciel,55.51,20,Psicologia,Manaus
A0005543,163.185.186-14,Manuela Nogueira,76.71,25,Engenharia,Curitiba
A0005544,119.497.810-03,Vitor Cavalcante,20.08,20,Psicologia,Belo Horizonte
A0005545,058.475.886-31,Luciana Souza,16.72,25,Medicina,Porto Alegre
A0005546,051.029.281-04,Guilherme Rodrigues,60.33,18,Arquitetura,Salvador
A0005547,776.608.898-34,Fernanda Correia,98.42,26,Administração,Manaus
A0005548,702.982.881-09,Henrique Batista,41.11,20,Direito,Rio de Janeiro
A0005549,282.091.393-80,Jéssica Teixeira,36.65,22,Direito,Manaus
A0005550,170.131.086-42,Fernanda Henriques,37.6,26,Computação,Brasília
A0005551,382.400.384-84,Alan Ferreira,14.57,19,Biologia,Belo Horizonte
A0005552,534.410.648-36,Diego Teixeira,54.07,24,Computação,Recife
A0005553,884.195.375-60,Rafael Branco,24.14,24,Engenharia,São Paulo
A0005554,010.126.069-53,Ana Rodrigues,31.86,26,Direito,Belo Horizonte
A0005555,729.209.366-38,Christian Alves,54.69,20,Biologia,Manaus
A0005556,516.865.773-70,Jackson Maciel,83.68,21,Direito,São Paulo
A0005557,361.930.813-64,Elaine Reis,65.41,18,Computação,Porto Alegre
A0005558,501.728.949-64,Gustavo Cavalcante,58.0,26,Medicina,Brasília
A0005559,952.296.149-35,Douglas Pimentel,26.01,19,Administração,Recife
A0005560,451.431.865-52,Davi Aguiar,14.02,29,Psicologia,Curitiba
A0005561,040.703.258-40,Amanda Costa,48.93,17,Administração,Salvador
A0005562,800.316.543-12,Ivan Sampaio,56.95,24,Direito,Salvador
A0005563,542.128.006-32,Daniela Batista,1.42,29,Biologia,Curitiba
A0005564,944.810.764-10,Paulo Branco,65.64,28,Administração,Porto Alegre
A0005565,609.815.515-13,Bruna Cardoso,73.5,25,Engenharia,Brasília
A0005566,764.671.447-08,Luciana Neves,73.12,29,Psicologia,Brasília
A0005567,196.574.410-99,Henrique Novaes,98.43,24,Arquitetura,São Paulo
A0005568,436.743.056-15,Yuri Coelho,9.56,21,Administração,São Paulo
A0005569,581.806.420-46,Renan Cardoso,94.84,18,Psicologia,São Paulo
A0005570,627.704.448-67,Alan Viana,20.43,27,Direito,Belo Horizonte
A0005571,317.425.894-48,Sandra Nogueira,65.01,24,Engenharia,Brasília
A0005572,926.176.223-98,Igor Garcia,26.03,25,Arquitetura,Porto Alegre
A0005573,706.692.012-00,Melissa Costa,75.6,30,Administração,São Paulo
A0005574,001.297.645-82,Eliane Guimarães,58.46,20,Direito,Porto Alegre
A0005575,962.338.046-12,Aline Tavares,39.13,29,Psicologia,Brasília
A0005576,259.334.819-47,Simone Reis,44.06,17,Psicologia,Curitiba
A0005577,119.080.862-54,Alan Pinheiro,46.28,21,Arquitetura,Curitiba
A0005578,075.991.236-01,Gabriel Peixoto,54.64,18,Direito,Rio de Janeiro
A0005579,622.007.481-59,Carla Andrade,59.3,26,Medicina,Rio de Janeiro
A0005580,717.083.922-97,Matheus Nogueira,53.62,30,Computação,Porto Alegre
A0005581,043.915.676-95,Michael Vasconcelos,94.44,18,Direito,Recife
A0005582,593.995.014-00,Alex Antunes,86.46,23,Computação,Belo Horizonte
A0005583,917.251.730-18,Julio Morais,73.35,27,Medicina,Rio de Janeiro
A0005584,745.220.100-01,Otávio Reis,84.53,17,Direito,Manaus
A0005585,265.814.623-06,Patrícia Padilha,4.34,29,Medicina,Manaus
A0005586,538.262.841-60,Isabela Melo,62.66,17,Arquitetura,Rio de Janeiro
A0005587,231.680.656-25,Michele Torres,52.8,29,Engenharia,Recife
A0005588,320.504.791-58,Vinícius Cruz,10.66,17,Direito,Belo Horizonte
A0005589,350.400.812-19,Douglas Valente,32.21,22,Biologia,Manaus
A0005590,742.330.860-92,Antonio Pimentel,49.2,30,Computação,São Paulo
A0005591,487.906.746-69,Roberta Fonseca,20.23,30,Engenharia,Brasília
A0005592,743.909.456-53,Vinícius Correia,24.4,29,Psicologia,Porto Alegre
A0005593,581.947.844-41,Thiago Pereira,81.51,20,Direito,Manaus
A0005594,467.544.411-35,Daniela Guimarães,36.92,30,Direito,Recife
A0005595,555.696.260-00,Beatriz Torres,14.52,21,Arquitetura,Salvador
A0005596,052.595.321-39,Camila Maciel,68.81,17,Psicologia,Curitiba
A0005597,122.474.641-49,Hugo Costa,61.61,27,Psicologia,Manaus
A0005598,549.847.257-96,Stephanie Machado,24.01,26,Computação,Salvador
A0005599,167.859.705-80,Nathan Moura,17.22,30,Psicologia,Recife
A0005600,424.894.261-50,Michele Gomes,23.84,23,Engenharia,Curitiba
A0005601,091.605.047-57,Frederico Bastos,26.39,27,Arquitetura,Brasília
A0005602,897.750.121-04,Matheus Aguiar,54.29,19,Medicina,Brasília
A0005603,340.497.214-73,Stephanie Cardoso,99.1,30,Psicologia,Recife
A0005604,164.785.136-02,Abner Farias,28.9,24,Computação,Porto Alegre
A0005605,108.049.954-78,Davi Ribeiro,59.2,19,Biologia,Salvador
A0005606,082.690.945-01,Douglas Rodrigues,31.42,23,Psicologia,São Paulo
A0005607,128.544.545-70,Gabriel Conceição,62.79,21,Arquitetura,Brasília
A0005608,062.661.799-54,Stephanie Sampaio,92.17,26,Computação,Rio de Janeiro
A0005609,911.111.348-04,Nicole Castro,47.53,24,Engenharia,Rio de Janeiro
A0005610,691.522.611-74,Murilo Borges,75.52,25,Arquitetura,Salvador
A0005611,075.874.194-46,Thiago Azevedo,21.41,22,Administração,Recife
A0005612,223.934.686-84,Gustavo Reis,93.1,18,Biologia,Recife
A0005613,106.064.694-35,Wallace Figueiredo,57.66,18,Arquitetura,Manaus
A0005614,269.005.414-02,Amanda Rocha,83.39,29,Engenharia,São Paulo
A0005615,901.436.952-23,Vinícius Oliveira,17.13,28,Engenharia,Manaus
A0005616,756.893.476-47,Marina Almeida,32.03,19,Medicina,Brasília
A0005617,218.797.399-92,Antonio Novaes,7.64,30,Computação,Recife
A0005618,663.669.113-12,Vanessa Oliveira,53.22,20,Psicologia,Belo Horizonte
A0005619,651.517.207-91,Emerson Gomes,98.5,30,Medicina,Brasília
A0005620,500.263.130-49,Pedro Coelho,33.22,17,Medicina,Belo Horizonte
A0005621,301.759.824-14,Vitor Mendes,25.77,30,Direito,Porto Alegre
A0005622,986.312.144-42,Jorge Tavares,90.72,24,Computação,Rio de Janeiro
A0005623,871.012.562-01,Ivan Ferraz,76.63,28,Arquitetura,Rio de Janeiro
A0005624,948.092.543-56,Michele Gaspar,3.77,26,Arquitetura,Curitiba
A0005625,621.300.293-61,Camila Teixeira,24.0,22,Psicologia,Manaus
A0005626,944.702.543-98,Sérgio Gaspar,74.92,27,Biologia,Salvador
A0005627,344.224.774-80,Felipe Conceição,55.94,22,Biologia,Recife
A0005628,546.568.117-93,Giselle Ribeiro,81.42,27,Direito,Salvador
A0005629,154.073.459-51,Débora Torres,49.47,26,Engenharia,Salvador
A0005630,874.900.284-85,José Vieira,43.29,18,Medicina,Salvador
A0005631,449.000.407-97,Abner Azevedo,29.93,17,Medicina,Curitiba
A0005632,952.297.538-97,Sandra Cardoso,46.66,25,Psicologia,Brasília
A0005633,068.831.039-70,Levi Dutra,86.19,29,Administração,Curitiba
A0005634,287.909.983-83,Renan Barbosa,1.17,17,Psicologia,Brasília
A0005635,370.312.643-40,Davi Garcia,72.12,25,Medicina,Porto Alegre
A0005636,507.859.380-28,Maria Costa,96.84,19,Administração,Recife
A0005637,102.239.088-00,Felipe Rocha,83.0,27,Administração,Manaus
A0005638,544.712.818-87,Cláudio Machado,25.29,20,Computação,Curitiba
A0005639,233.463.528-62,Marina Vieira,96.47,30,Administração,Brasília
A0005640,446.849.204-02,Gustavo Carvalho,79.55,28,Medicina,Salvador
A0005641,087.391.592-56,Isaque Freitas,20.46,27,Biologia,Porto Alegre
A0005642,573.746.485-70,Levi Peixoto,20.77,23,Psicologia,Curitiba
A0005643,285.789.311-65,Amanda Alves,24.28,28,Engenharia,Porto Alegre
A0005644,035.988.741-46,Michael Dias,91.49,27,Biologia,Belo Horizonte
A0005645,864.983.902-98,Christian Gomes,13.79,29,Biologia,Curitiba
A0005646,176.879.145-70,Eliane Padilha,94.49,21,Engenharia,Salvador
A0005647,372.816.002-40,Wagner Branco,78.73,28,Engenharia,Porto Alegre
A0005648,169.799.600-08,Vera Gaspar,72.52,20,Direito,Recife
A0005649,463.752.511-09,Lúcia Bastos,30.43,25,Psicologia,Recife
A0005650,210.836.933-36,José Correia,24.98,18,Engenharia,Manaus
A0005651,968.785.318-29,Abner Vasconcelos,7.62,26,Administração,Porto Alegre
A0005652,929.552.674-06,Vitor Maia,45.26,23,Psicologia,São Paulo
A0005653,250.497.257-12,Lúcia Garcia,42.57,21,Arquitetura,São Paulo
A0005654,181.911.419-81,Karen Reis,47.01,25,Direito,Manaus
A0005655,785.131.567-01,Otávio Bastos,10.17,24,Direito,Manaus
A0005656,062.229.440-78,Douglas Melo,50.43,19,Arquitetura,Salvador
A0005657,145.435.446-17,Beatriz Lopes,49.24,25,Arquitetura,Curitiba
A0005658,833.135.729-95,Lucas Cardoso,81.76,28,Computação,Rio de Janeiro
A0005659,113.448.303-15,Alex Torres,46.86,22,Arquitetura,Belo Horizonte
A0005660,885.993.309-93,Paula Miranda,71.42,17,Biologia,Salvador
A0005661,834.938.710-66,Maria Barbosa,94.22,25,Engenharia,São Paulo
A0005662,256.558.303-61,Henrique Reis,26.54,17,Direito,Curitiba
A0005663,779.259.748-26,Gustavo Freitas,75.04,26,Computação,Curitiba
A0005664,819.459.510-01,Douglas Saraiva,33.46,23,Administração,Manaus
A0005665,400.675.074-92,Natália Rocha,98.86,26,Medicina,Porto Alegre
A0005666,382.602.657-88,Frederico Dias,27.87,20,Computação,Brasília
A0005667,950.170.281-29,William Costa,1.12,22,Arquitetura,Belo Horizonte
A0005668,706.045.518-35,Hugo Pimentel,40.08,24,Direito,Brasília
A0005669,784.304.044-73,Cátia Duarte,26.7,19,Administração,Salvador
A0005670,271.349.771-02,Carolina Monteiro,78.63,25,Engenharia,Brasília
A0005671,564.617.119-96,José Cardoso,94.61,28,Arquitetura,Manaus
A0005672,947.232.299-90,Caio Maciel,43.1,30,Medicina,Porto Alegre
A0005673,599.639.276-37,Débora Branco,19.9,26,Medicina,Salvador
A0005674,576.781.159-89,Igor Almeida,1.48,21,Computação,Salvador
A0005675,616.670.459-38,Ivan Freitas,0.48,30,Computação,Porto Alegre
A0005676,358.359.945-40,Vitor Santos,4.91,20,Arquitetura,Porto Alegre
A0005677,009.757.374-49,Beatriz Brandão,6.83,21,Direito,São Paulo
A0005678,475.049.934-09,Daniel Cunha,0.37,21,Medicina,Salvador
A0005679,711.167.772-23,Hugo Duarte,28.28,28,Biologia,Belo Horizonte
A0005680,034.104.395-87,Thiago Pacheco,87.81,21,Direito,Manaus
A0005681,691.600.433-93,Maurício Borges,25.71,19,Direito,Salvador
A0005682,889.679.586-92,Estevão Torres,48.71,19,Psicologia,São Paulo
A0005683,824.641.689-80,Cristiane Gonçalves,65.45,25,Computação,Curitiba
A0005684,476.895.414-61,Letícia Tavares,79.83,21,Administração,Rio de Janeiro
A0005685,950.924.716-20,Patrícia Moura,50.61,21,Biologia,Belo Horizonte
A0005686,933.857.034-76,Bruna Araújo,7.65,21,Medicina,Brasília
A0005687,740.622.134-78,Cátia Freitas,20.62,28,Direito,Belo Horizonte
A0005688,372.264.538-78,Fernando Brandão,1.78,29,Biologia,Curitiba
A0005689,735.363.031-02,Vitória Cardoso,10.37,23,Psicologia,Manaus
A0005690,933.696.126-82,Antonio Azevedo,71.1,17,Computação,Belo Horizonte
A0005691,595.329.872-23,Renata Gonçalves,55.9,28,Administração,São Paulo
A0005692,722.067.774-01,Marcos Branco,33.09,29,Medicina,Recife
A0005693,258.399.631-27,Letícia Araújo,8.86,21,Engenharia,Salvador
A0005694,842.257.134-07,Beatriz Cruz,33.9,20,Engenharia,Salvador
A0005695,833.858.839-38,Julio Soares,54.02,19,Arquitetura,Belo Horizonte
A0005696,785.038.632-94,José Moreira,73.53,23,Biologia,Rio de Janeiro
A0005697,355.454.694-19,Wallace Branco,48.53,30,Medicina,Brasília
A0005698,976.854.943-29,Larissa Alves,90.64,17,Computação,São Paulo
A0005699,223.118.650-05,Emerson Henriques,56.91,25,Computação,Manaus
A0005700,137.544.177-97,Ana Albuquerque,13.3,29,Psicologia,Manaus
A0005701,255.652.913-05,Ricardo Pereira,59.81,20,Arquitetura,Porto Alegre
A0005702,283.046.978-07,Eduarda Ramos,62.88,17,Medicina,Belo Horizonte
A0005703,682.956.108-64,Daniela Xavier,91.56,25,Biologia,Curitiba
A0005704,599.495.182-02,Murilo Antunes,53.56,19,Biologia,Manaus
A0005705,354.649.293-55,Stephanie Lopes,0.35,18,Psicologia,Porto Alegre
A0005706,152.117.805-40,Vinícius Torres,46.16,28,Administração,Brasília
A0005707,681.841.068-58,Igor Machado,4.17,19,Direito,Curitiba
A0005708,403.051.121-04,Camila Carvalho,75.12,18,Biologia,Recife
A0005709,730.091.153-69,Vitória Farias,81.53,29,Engenharia,Brasília
A0005710,519.440.470-00,Lucas Andrade,29.8,20,Computação,Porto Alegre
A0005711,898.679.504-37,Carlos Figueira,20.03,20,Direito,Porto Alegre
A0005712,717.260.501-22,Yuri Costa,68.47,29,Administração,Rio de Janeiro
A0005713,446.362.420-76,Igor Lopes,56.51,30,Medicina,Rio de Janeiro
A0005714,302.917.210-44,Marcela Cunha,21.17,24,Administração,São Paulo
A0005715,801.324.121-10,Luciana Azevedo,62.76,22,Medicina,Brasília
A0005716,523.758.111-00,Clara Mendes,8.03,26,Computação,Salvador
A0005717,246.049.375-40,Bruno Batista,74.89,19,Computação,Manaus
A0005718,779.975.259-98,Arthur Guimarães,31.84,26,Direito,Brasília
A0005719,734.233.146-56,Evandro Moreira,90.38,28,Engenharia,Salvador
A0005720,808.149.548-71,Nathan Gaspar,20.42,20,Arquitetura,Recife
A0005721,757.672.427-71,Vera Maia,92.32,27,Administração,Salvador
A0005722,447.044.710-20,Isaque Cavalcante,61.49,27,Computação,Curitiba
A0005723,714.518.140-11,Daniel Neves,51.37,18,Administração,Rio de Janeiro
A0005724,882.292.728-16,Alexandre Correia,50.59,19,Administração,Belo Horizonte
A0005725,760.096.257-85,Alexandre Gonçalves,51.43,25,Medicina,Rio de Janeiro
A0005726,386.825.577-03,Estevão Cardoso,54.97,21,Engenharia,Salvador
A0005727,089.760.936-07,Letícia Borges,55.54,17,Administração,Salvador
A0005728,834.225.121-79,Bruno Maia,16.97,26,Administração,Brasília
A0005729,013.113.533-30,Renata Moura,90.8,24,Direito,Curitiba
A0005730,976.420.152-08,Gabriela Aguiar,81.34,29,Medicina,Recife
A0005731,023.068.178-63,Leonardo Nogueira,88.28,19,Arquitetura,Brasília
A0005732,962.461.689-22,Jéssica Coelho,52.91,20,Administração,Recife
A0005733,706.568.776-77,João Batista,98.28,21,Medicina,Curitiba
A0005734,076.908.514-87,Michele Santos,25.82,17,Computação,Salvador
A0005735,636.755.854-33,Erick Gonçalves,63.9,28,Psicologia,Recife
A0005736,765.362.287-90,Adriel Borges,16.4,27,Administração,Rio de Janeiro
A0005737,192.900.601-23,Lúcia Silva,64.83,28,Computação,Brasília
A0005738,237.495.669-50,Carla Tavares,93.59,25,Engenharia,São Paulo
A0005739,291.870.986-79,Raquel Santos,43.44,30,Administração,Porto Alegre
A0005740,219.319.174-34,Karen Dias,62.14,30,Biologia,Curitiba
A0005741,313.514.564-66,Rodrigo Magalhães,24.37,22,Administração,Brasília
A0005742,750.703.478-02,Michael Neves,59.77,26,Direito,Salvador
A0005743,083.821.391-08,Carolina Padilha,38.72,18,Computação,Brasília
